,face,gender,handcode_gender,paths
385,"tensor([[[ 72,  91, 134],
         [ 71,  90, 133],
         [ 70,  89, 132],
         ...,
         [ 79,  89, 120],
         [ 77,  90, 124],
         [ 77,  92, 129]],

        [[ 72,  91, 134],
         [ 71,  90, 133],
         [ 71,  90, 133],
         ...,
         [ 84,  95, 123],
         [ 78,  91, 123],
         [ 75,  88, 125]],

        [[ 72,  91, 134],
         [ 72,  91, 134],
         [ 71,  90, 133],
         ...,
         [ 93, 102, 127],
         [ 83,  94, 124],
         [ 75,  87, 120]],

        ...,

        [[ 41,  63, 110],
         [ 43,  65, 112],
         [ 44,  65, 111],
         ...,
         [155, 156, 149],
         [164, 166, 156],
         [166, 169, 158]],

        [[ 42,  64, 111],
         [ 43,  65, 112],
         [ 44,  65, 111],
         ...,
         [159, 160, 153],
         [166, 168, 159],
         [166, 169, 158]],

        [[ 41,  63, 110],
         [ 45,  67, 114],
         [ 47,  69, 115],
         ...,
         [160, 161, 154],
         [162, 165, 156],
         [164, 167, 156]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\brittbager\pic_26.jpeg
386,"tensor([[[137, 125, 103],
         [138, 126, 104],
         [142, 130, 109],
         ...,
         [212, 200, 186],
         [213, 201, 187],
         [214, 203, 188]],

        [[142, 130, 108],
         [144, 132, 110],
         [141, 128, 108],
         ...,
         [213, 201, 188],
         [215, 203, 189],
         [214, 204, 189]],

        [[144, 132, 111],
         [144, 131, 111],
         [142, 129, 109],
         ...,
         [213, 201, 189],
         [214, 202, 188],
         [214, 203, 189]],

        ...,

        [[178, 175, 170],
         [148, 144, 142],
         [152, 149, 147],
         ...,
         [145, 123, 102],
         [144, 122, 100],
         [143, 121,  98]],

        [[167, 166, 164],
         [159, 157, 157],
         [155, 153, 154],
         ...,
         [141, 122,  92],
         [140, 121,  91],
         [140, 122,  91]],

        [[195, 194, 197],
         [203, 202, 207],
         [192, 191, 197],
         ...,
         [143, 128,  95],
         [142, 128,  95],
         [142, 128,  95]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\maimercado_dk\pic_29.jpeg
387,"tensor([[[171, 171, 147],
         [161, 160, 137],
         [161, 159, 137],
         ...,
         [ 59,  85,  98],
         [ 57,  85,  97],
         [ 58,  87,  98]],

        [[171, 171, 147],
         [164, 163, 140],
         [159, 159, 134],
         ...,
         [ 62,  88, 101],
         [ 60,  88, 100],
         [ 59,  87,  99]],

        [[159, 156, 133],
         [177, 174, 149],
         [139, 137, 112],
         ...,
         [ 59,  88, 109],
         [ 53,  86, 106],
         [ 47,  86, 103]],

        ...,

        [[ 67,  33,   7],
         [106,  73,  53],
         [ 66,  33,  16],
         ...,
         [159, 161, 140],
         [158, 160, 139],
         [161, 163, 142]],

        [[131,  96,  75],
         [ 66,  33,  16],
         [ 71,  38,  21],
         ...,
         [157, 159, 138],
         [156, 158, 137],
         [161, 163, 142]],

        [[ 65,  32,  23],
         [ 81,  48,  28],
         [ 61,  29,   9],
         ...,
         [156, 158, 137],
         [159, 161, 140],
         [158, 160, 139]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\akimati\pic_23.jpeg
388,"tensor([[[ 96,  82,  82],
         [ 95,  84,  82],
         [ 84,  74,  75],
         ...,
         [222, 195, 148],
         [222, 195, 148],
         [223, 196, 149]],

        [[ 84,  69,  84],
         [ 80,  68,  79],
         [ 70,  62,  65],
         ...,
         [222, 196, 147],
         [221, 195, 147],
         [222, 195, 147]],

        [[ 76,  62,  77],
         [ 72,  60,  70],
         [ 67,  60,  61],
         ...,
         [219, 193, 144],
         [220, 194, 145],
         [220, 194, 145]],

        ...,

        [[ 96,  62,  32],
         [148, 107,  66],
         [ 99,  55,  12],
         ...,
         [223, 193, 133],
         [223, 193, 133],
         [222, 192, 132]],

        [[ 87,  52,  19],
         [142, 102,  57],
         [103,  60,  11],
         ...,
         [224, 191, 133],
         [223, 191, 132],
         [223, 192, 132]],

        [[ 84,  51,  15],
         [140, 101,  55],
         [163, 116,  63],
         ...,
         [223, 189, 131],
         [223, 191, 132],
         [223, 192, 132]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\karina_lorentzen_dehnhardt\pic_48.jpeg
389,"tensor([[[170, 105,  78],
         [169, 100,  70],
         [162,  90,  56],
         ...,
         [225, 207, 171],
         [234, 214, 181],
         [243, 219, 188]],

        [[171, 108,  78],
         [173, 107,  74],
         [174, 106,  69],
         ...,
         [228, 206, 169],
         [230, 205, 171],
         [241, 209, 179]],

        [[174, 111,  79],
         [176, 112,  77],
         [180, 115,  76],
         ...,
         [233, 204, 169],
         [230, 198, 165],
         [239, 197, 168]],

        ...,

        [[ 75,  49,  16],
         [ 84,  57,  26],
         [ 94,  67,  38],
         ...,
         [ 95,  75,  50],
         [115,  96,  70],
         [ 90,  72,  45]],

        [[ 72,  46,  13],
         [ 75,  49,  18],
         [ 82,  54,  26],
         ...,
         [105,  84,  59],
         [129, 109,  82],
         [ 87,  67,  40]],

        [[ 72,  46,  14],
         [ 70,  43,  13],
         [ 76,  49,  21],
         ...,
         [102,  82,  55],
         [122, 102,  75],
         [ 88,  68,  40]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\misshalimeoguz\pic_28.jpeg
390,"tensor([[[ 37,  32,  30],
         [ 34,  29,  24],
         [ 49,  43,  32],
         ...,
         [ 59,  56,  55],
         [210, 207, 203],
         [255, 254, 250]],

        [[ 40,  35,  35],
         [ 32,  25,  20],
         [ 51,  41,  29],
         ...,
         [ 28,  25,  24],
         [200, 197, 192],
         [246, 246, 241]],

        [[ 34,  27,  29],
         [ 53,  42,  38],
         [ 53,  40,  26],
         ...,
         [  7,   4,   3],
         [166, 163, 159],
         [236, 235, 230]],

        ...,

        [[248, 229, 189],
         [248, 235, 173],
         [240, 229, 157],
         ...,
         [243, 210, 105],
         [236, 203, 102],
         [240, 205, 111]],

        [[254, 237, 201],
         [246, 236, 175],
         [232, 218, 141],
         ...,
         [251, 218, 111],
         [248, 215, 112],
         [241, 206, 111]],

        [[214, 189, 153],
         [212, 194, 132],
         [236, 221, 138],
         ...,
         [233, 199,  91],
         [249, 214, 111],
         [244, 209, 113]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\anehalsboe\pic_35.jpeg
391,"tensor([[[223, 191, 134],
         [238, 211, 157],
         [233, 204, 150],
         ...,
         [ 24,  31,  18],
         [ 47,  50,  38],
         [ 22,  22,   4]],

        [[225, 192, 139],
         [220, 194, 145],
         [216, 190, 138],
         ...,
         [ 54,  58,  42],
         [152, 153, 139],
         [ 34,  28,   9]],

        [[233, 199, 148],
         [229, 206, 159],
         [226, 202, 151],
         ...,
         [116, 119, 100],
         [ 40,  38,  23],
         [ 36,  27,   7]],

        ...,

        [[170, 160, 108],
         [162, 145, 104],
         [147, 129,  86],
         ...,
         [ 99,  74,  45],
         [117,  95,  74],
         [ 98,  79,  50]],

        [[172, 160, 111],
         [190, 173, 131],
         [184, 173, 127],
         ...,
         [142, 116,  89],
         [157, 133, 107],
         [ 90,  68,  41]],

        [[163, 158, 102],
         [150, 145,  93],
         [178, 172, 118],
         ...,
         [131, 105,  80],
         [168, 143, 112],
         [114,  90,  63]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\brigitte_klintskov_jerkel\pic_26.jpeg
392,"tensor([[[ 21,  17,  14],
         [ 21,  17,  14],
         [ 21,  17,  14],
         ...,
         [153, 154, 157],
         [174, 179, 185],
         [151, 160, 167]],

        [[ 21,  17,  14],
         [ 21,  17,  14],
         [ 21,  17,  14],
         ...,
         [156, 153, 154],
         [179, 180, 184],
         [166, 170, 175]],

        [[ 21,  17,  14],
         [ 21,  17,  14],
         [ 21,  17,  14],
         ...,
         [157, 151, 150],
         [184, 181, 182],
         [187, 188, 190]],

        ...,

        [[226, 207, 177],
         [226, 207, 177],
         [225, 207, 178],
         ...,
         [ 94,  81,  93],
         [ 90,  77,  90],
         [ 87,  74,  88]],

        [[226, 207, 177],
         [226, 207, 177],
         [226, 207, 178],
         ...,
         [ 90,  77,  89],
         [ 87,  75,  88],
         [ 91,  79,  93]],

        [[226, 207, 177],
         [226, 207, 177],
         [226, 207, 177],
         ...,
         [ 86,  75,  87],
         [ 90,  80,  92],
         [104,  95, 108]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\maltelarsen_randers\pic_21.jpeg
393,"tensor([[[233, 233, 231],
         [236, 236, 234],
         [232, 232, 230],
         ...,
         [158, 163, 156],
         [172, 178, 168],
         [180, 177, 165]],

        [[234, 234, 232],
         [234, 234, 232],
         [232, 232, 230],
         ...,
         [163, 167, 159],
         [175, 180, 168],
         [134, 133, 117]],

        [[232, 232, 230],
         [232, 232, 230],
         [230, 230, 228],
         ...,
         [167, 172, 167],
         [170, 176, 167],
         [152, 154, 141]],

        ...,

        [[167, 136, 117],
         [168, 136, 114],
         [160, 125, 103],
         ...,
         [ 42,  38,  17],
         [ 48,  38,  22],
         [ 51,  34,  24]],

        [[131, 100,  82],
         [174, 142, 121],
         [173, 138, 116],
         ...,
         [ 41,  36,  16],
         [ 42,  33,  15],
         [ 52,  38,  24]],

        [[153, 116,  90],
         [173, 137, 118],
         [114,  81,  66],
         ...,
         [ 42,  35,  17],
         [ 45,  37,  17],
         [ 49,  37,  20]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\louise_elholm\pic_18.jpeg
394,"tensor([[[  2,   2,   2],
         [  1,   1,   1],
         [  0,   0,   0],
         ...,
         [  1,   1,   1],
         [  1,   1,   1],
         [  1,   1,   1]],

        [[  1,   1,   1],
         [  1,   1,   1],
         [  0,   0,   0],
         ...,
         [  1,   1,   1],
         [  1,   1,   1],
         [  1,   1,   1]],

        [[  1,   1,   1],
         [  1,   1,   1],
         [  0,   0,   0],
         ...,
         [  1,   1,   1],
         [  1,   1,   1],
         [  1,   1,   1]],

        ...,

        [[146, 106,  84],
         [166, 124, 101],
         [178, 133, 109],
         ...,
         [176, 174, 169],
         [197, 193, 189],
         [195, 190, 187]],

        [[141, 101,  77],
         [141,  99,  75],
         [158, 113,  88],
         ...,
         [179, 178, 174],
         [189, 187, 183],
         [191, 189, 185]],

        [[151, 112,  87],
         [137,  94,  70],
         [146, 102,  77],
         ...,
         [181, 180, 176],
         [185, 184, 180],
         [195, 194, 190]]], dtype=torch.uint8)",Male,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\carl_valentin\pic_29.jpeg
395,"tensor([[[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [164, 165, 149],
         [164, 166, 152],
         [164, 168, 155]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [164, 165, 148],
         [164, 167, 150],
         [164, 168, 154]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [164, 165, 147],
         [164, 166, 149],
         [164, 168, 152]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [145, 163, 176],
         [131, 152, 167],
         [171, 196, 213]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [158, 196, 220],
         [133, 176, 201],
         [156, 201, 229]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [149, 214, 242],
         [126, 193, 225],
         [127, 196, 230]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\bbbrandenborg\pic_32.jpeg
396,"tensor([[[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 58,  64,  64],
         [ 65,  74,  72],
         [ 70,  75,  75]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 99, 103, 108],
         [ 99, 107, 109],
         [ 94,  99, 102]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [ 93, 102, 109],
         [ 93,  98, 104],
         [ 95, 101, 107]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\brittbager\pic_32.jpeg
397,"tensor([[[151, 151, 151],
         [161, 161, 161],
         [231, 231, 231],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[126, 126, 126],
         [142, 142, 142],
         [200, 200, 200],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[118, 118, 118],
         [119, 119, 119],
         [128, 128, 128],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        ...,

        [[169, 169, 169],
         [204, 204, 204],
         [203, 203, 203],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[142, 142, 142],
         [142, 142, 142],
         [129, 129, 129],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[118, 118, 118],
         [ 97,  97,  97],
         [188, 188, 188],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\christian.rabjerg\pic_32.jpeg
398,"tensor([[[176, 192, 199],
         [176, 192, 200],
         [176, 192, 200],
         ...,
         [ 96, 119, 121],
         [ 99, 122, 125],
         [105, 129, 132]],

        [[175, 192, 199],
         [176, 193, 201],
         [177, 194, 202],
         ...,
         [102, 125, 129],
         [107, 131, 135],
         [115, 139, 144]],

        [[174, 192, 199],
         [176, 194, 202],
         [178, 196, 205],
         ...,
         [108, 131, 137],
         [118, 141, 148],
         [126, 150, 157]],

        ...,

        [[140, 161, 166],
         [148, 169, 173],
         [156, 177, 179],
         ...,
         [132, 168, 199],
         [137, 173, 206],
         [131, 168, 202]],

        [[129, 151, 156],
         [139, 161, 165],
         [149, 171, 174],
         ...,
         [131, 161, 193],
         [134, 165, 199],
         [125, 157, 192]],

        [[116, 141, 146],
         [129, 152, 157],
         [141, 164, 168],
         ...,
         [126, 150, 181],
         [127, 153, 186],
         [118, 145, 179]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\birgittebergman\pic_3.jpeg
399,"tensor([[[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        ...,

        [[171, 148, 134],
         [173, 151, 130],
         [169, 150, 130],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[172, 147, 133],
         [174, 149, 129],
         [169, 150, 129],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[172, 146, 133],
         [173, 148, 128],
         [170, 151, 131],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]]], dtype=torch.uint8)",Male,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\piaolsendyhr\pic_174.jpeg
400,"tensor([[[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[219, 215, 205],
         [221, 217, 205],
         [200, 196, 185],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        ...,

        [[217, 216, 211],
         [216, 215, 210],
         [220, 219, 214],
         ...,
         [209, 206, 206],
         [205, 204, 199],
         [205, 204, 199]],

        [[217, 216, 211],
         [219, 218, 213],
         [218, 217, 212],
         ...,
         [213, 210, 204],
         [208, 207, 202],
         [209, 208, 203]],

        [[220, 219, 214],
         [216, 215, 210],
         [217, 216, 211],
         ...,
         [207, 208, 202],
         [206, 206, 198],
         [209, 208, 202]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\pernillevermund\pic_436.jpeg
401,"tensor([[[144, 129, 106],
         [142, 127, 105],
         [138, 123, 101],
         ...,
         [ 79,  90,  68],
         [ 83,  95,  72],
         [ 88, 100,  77]],

        [[140, 125, 102],
         [136, 121,  99],
         [131, 116,  94],
         ...,
         [ 76,  87,  65],
         [ 79,  91,  69],
         [ 82,  94,  72]],

        [[135, 120,  97],
         [131, 116,  93],
         [124, 109,  87],
         ...,
         [ 76,  86,  66],
         [ 78,  89,  68],
         [ 81,  92,  71]],

        ...,

        [[169, 119,  93],
         [176, 126, 100],
         [184, 134, 109],
         ...,
         [ 62,  68,  47],
         [ 67,  73,  52],
         [ 71,  78,  56]],

        [[171, 121,  95],
         [176, 126, 100],
         [181, 130, 106],
         ...,
         [ 61,  69,  48],
         [ 66,  74,  53],
         [ 71,  79,  58]],

        [[174, 123,  97],
         [176, 126, 100],
         [179, 128, 104],
         ...,
         [ 61,  70,  49],
         [ 66,  75,  55],
         [ 71,  80,  60]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\pernille_skipper\pic_56.jpeg
402,"tensor([[[ 47,  45,  45],
         [ 38,  34,  33],
         [ 19,  13,  12],
         ...,
         [ 33,  27,  26],
         [ 32,  29,  27],
         [ 31,  30,  29]],

        [[ 23,  21,  23],
         [ 15,  11,  10],
         [ 47,  40,  35],
         ...,
         [ 27,  28,  30],
         [ 25,  27,  26],
         [ 23,  25,  24]],

        [[ 11,   9,  12],
         [  9,   6,   7],
         [  8,   3,   3],
         ...,
         [ 31,  32,  34],
         [ 29,  31,  30],
         [ 23,  25,  24]],

        ...,

        [[126, 144, 154],
         [127, 146, 153],
         [136, 149, 150],
         ...,
         [121, 119, 120],
         [ 86,  84,  85],
         [ 44,  42,  43]],

        [[125, 142, 150],
         [121, 141, 147],
         [121, 144, 147],
         ...,
         [115, 113, 114],
         [122, 120, 121],
         [ 95,  93,  94]],

        [[128, 145, 152],
         [127, 146, 150],
         [116, 142, 146],
         ...,
         [129, 127, 128],
         [114, 112, 113],
         [127, 125, 126]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\jeppebruus\pic_9.jpeg
403,"tensor([[[ 38,  38,  48],
         [ 29,  29,  39],
         [ 33,  33,  43],
         ...,
         [ 60,  38,  33],
         [ 72,  50,  51],
         [  0,   0,   0]],

        [[108, 110, 123],
         [118, 120, 133],
         [129, 130, 145],
         ...,
         [ 62,  41,  38],
         [ 66,  47,  48],
         [  0,   0,   0]],

        [[115, 117, 130],
         [130, 132, 145],
         [142, 144, 159],
         ...,
         [ 50,  31,  28],
         [ 40,  26,  27],
         [  0,   0,   0]],

        ...,

        [[ 38,  24,  24],
         [ 37,  21,  22],
         [ 48,  32,  33],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[ 39,  25,  25],
         [ 38,  22,  23],
         [ 54,  37,  38],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[ 37,  23,  23],
         [ 44,  28,  29],
         [ 57,  40,  41],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\bertel.haarder\pic_19.jpeg
404,"tensor([[[ 64,  49,  46],
         [ 75,  61,  58],
         [100,  87,  81],
         ...,
         [213, 212, 207],
         [214, 213, 208],
         [215, 214, 209]],

        [[ 59,  43,  42],
         [ 51,  37,  34],
         [ 56,  42,  39],
         ...,
         [215, 214, 209],
         [216, 215, 210],
         [217, 216, 211]],

        [[ 42,  27,  26],
         [ 30,  19,  15],
         [ 53,  42,  38],
         ...,
         [217, 216, 211],
         [218, 217, 211],
         [220, 221, 213]],

        ...,

        [[ 95,  62,  43],
         [ 91,  60,  42],
         [ 88,  58,  40],
         ...,
         [ 18,  18,  20],
         [ 19,  19,  21],
         [ 17,  17,  19]],

        [[ 95,  60,  40],
         [ 93,  59,  40],
         [ 93,  60,  41],
         ...,
         [ 15,  15,  17],
         [ 20,  20,  22],
         [ 18,  18,  20]],

        [[ 98,  61,  40],
         [ 98,  61,  42],
         [ 96,  62,  42],
         ...,
         [ 16,  16,  18],
         [ 17,  17,  19],
         [ 20,  20,  22]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\peterhummelgaard\pic_21.jpeg
405,"tensor([[[143, 144, 136],
         [124, 119, 114],
         [118, 114, 105],
         ...,
         [238, 241, 234],
         [241, 244, 237],
         [242, 245, 238]],

        [[151, 153, 144],
         [137, 132, 126],
         [124, 119, 110],
         ...,
         [241, 244, 237],
         [243, 245, 239],
         [244, 247, 241]],

        [[159, 160, 154],
         [144, 139, 133],
         [137, 132, 125],
         ...,
         [244, 245, 239],
         [245, 246, 241],
         [247, 247, 245]],

        ...,

        [[ 63,  61,  48],
         [ 43,  42,  15],
         [ 40,  39,   8],
         ...,
         [191, 173,  93],
         [192, 172,  96],
         [203, 178, 109]],

        [[ 76,  74,  59],
         [ 68,  61,  43],
         [ 47,  41,  30],
         ...,
         [187, 167,  85],
         [194, 169,  98],
         [199, 169, 109]],

        [[ 81,  81,  54],
         [ 72,  66,  55],
         [ 44,  41,  37],
         ...,
         [186, 167,  90],
         [193, 168, 106],
         [200, 170, 117]]], dtype=torch.uint8)",Male,m,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\bennyengelbrecht\pic_5.jpeg
406,"tensor([[[248, 234, 221],
         [248, 234, 221],
         [248, 234, 222],
         ...,
         [250, 232, 222],
         [250, 232, 221],
         [250, 232, 220]],

        [[248, 234, 221],
         [248, 234, 221],
         [247, 233, 221],
         ...,
         [249, 232, 222],
         [249, 232, 222],
         [250, 232, 221]],

        [[248, 234, 221],
         [248, 234, 221],
         [246, 232, 220],
         ...,
         [248, 233, 223],
         [249, 232, 222],
         [249, 232, 221]],

        ...,

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]],

        [[  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0],
         ...,
         [  0,   0,   0],
         [  0,   0,   0],
         [  0,   0,   0]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\katarinaammitzboell\pic_54.jpeg
407,"tensor([[[200, 180, 155],
         [199, 179, 155],
         [198, 177, 155],
         ...,
         [196, 178, 154],
         [197, 179, 155],
         [198, 180, 156]],

        [[188, 168, 144],
         [185, 165, 141],
         [181, 160, 138],
         ...,
         [196, 178, 154],
         [197, 179, 155],
         [198, 180, 156]],

        [[184, 164, 141],
         [177, 157, 134],
         [171, 150, 129],
         ...,
         [196, 178, 154],
         [197, 179, 155],
         [198, 180, 156]],

        ...,

        [[ 27,   9,   0],
         [ 27,  10,   2],
         [ 27,  10,   3],
         ...,
         [ 62,  41,  23],
         [ 57,  36,  19],
         [ 33,  14,   2]],

        [[ 27,  10,   1],
         [ 27,  11,   2],
         [ 26,  10,   3],
         ...,
         [ 64,  43,  25],
         [ 61,  41,  23],
         [ 32,  14,   0]],

        [[ 25,  11,   2],
         [ 25,  10,   3],
         [ 24,  10,   3],
         ...,
         [ 66,  45,  27],
         [ 63,  43,  25],
         [ 37,  19,   1]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\louise_elholm\pic_3.jpeg
408,"tensor([[[200, 192, 194],
         [203, 194, 196],
         [205, 196, 197],
         ...,
         [167, 158, 151],
         [176, 167, 160],
         [185, 176, 169]],

        [[228, 222, 224],
         [226, 219, 221],
         [225, 218, 220],
         ...,
         [164, 155, 148],
         [173, 164, 157],
         [184, 175, 168]],

        [[222, 217, 219],
         [224, 219, 221],
         [226, 221, 222],
         ...,
         [166, 158, 149],
         [176, 167, 158],
         [183, 174, 166]],

        ...,

        [[159, 131, 111],
         [136, 111,  97],
         [ 98,  77,  74],
         ...,
         [156, 162, 162],
         [149, 155, 155],
         [145, 151, 151]],

        [[120,  94,  74],
         [104,  82,  70],
         [ 90,  71,  70],
         ...,
         [155, 161, 161],
         [145, 151, 151],
         [141, 147, 147]],

        [[112,  90,  71],
         [107,  88,  79],
         [108,  92,  93],
         ...,
         [162, 168, 168],
         [151, 157, 156],
         [148, 154, 152]]], dtype=torch.uint8)",Female,f,C:\Users\August\OneDrive - Københavns Universitet\Documents\Uni\Kandidat i Statskundskab\Speciale\kode\posts\mariebjerre.dk\pic_24.jpeg
